,match_id,match_date,home_team,away_team,home_score,away_score,team,player,pass_recipient,timestamp,period,minute,X_pass_start,Y_pass_start,X_pass_end,Y_pass_end,shot_outcome,player_id,type,X,Y,color,round_minute,penalty
10946,3869152,2022-12-04,France,Poland,3,1,Poland,Kamil Glik,Jakub Piotr Kiwior,2023-12-16 00:04:11.887,2,49.18333333333333,52.9,43.2,37.7,34.5,,,,,,,50,No
6217,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Dejan Lovren,Josip Juranović,2023-12-16 00:04:11.570,2,49.18333333333333,14.6,52.6,37.0,72.5,,,,,,,50,No
1677,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Memphis Depay,Frenkie de Jong,2023-12-16 00:49:11.695,1,49.18333333333333,80.8,5.2,80.0,15.1,,,,,,,50,No
7160,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Cristian Gabriel Romero,Nicolás Hernán Otamendi,2023-12-16 00:04:12.294,2,49.2,33.0,56.2,27.4,40.0,,,,,,,50,No
13013,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Montassar Omar Talbi,Ali Maâloul,2023-12-16 00:04:12.393,2,49.2,10.7,25.6,28.6,5.3,,,,,,,50,No
1678,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Frenkie de Jong,Daley Blind,2023-12-16 00:49:13.142,1,49.21666666666667,80.2,15.1,69.2,6.1,,,,,,,50,No
7085,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Cristian Gabriel Romero,Leandro Daniel Paredes,2023-12-16 00:49:13.895,1,49.21666666666667,43.7,52.6,37.3,36.2,,,,,,,50,No
5222,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Ángel Fabián Di María Hernández,Rodrigo Javier De Paul,2023-12-16 00:04:13.684,2,49.21666666666667,77.6,74.4,73.1,73.7,,,,,,,50,No
6218,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Josip Juranović,Nikola Vlašić,2023-12-16 00:04:14.201,2,49.233333333333334,38.6,73.2,62.9,74.9,,,,,,,50,No
10009,3869552,2022-12-14,France,Morocco,2,0,France,Theo Bernard François Hernández,Kylian Mbappé Lottin,2023-12-16 00:04:14.045,2,49.233333333333334,5.0,24.1,29.4,4.5,,,,,,,50,No
1679,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Daley Blind,Steven Bergwijn,2023-12-16 00:49:14.738,1,49.233333333333334,69.2,6.1,91.2,21.4,,,,,,,50,No
13014,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Ali Maâloul,Aïssa Bilal Laïdouni,2023-12-16 00:04:14.205,2,49.233333333333334,28.6,5.3,36.1,14.1,,,,,,,50,No
1737,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Virgil van Dijk,Memphis Depay,2023-12-16 00:04:15.784,2,49.25,39.2,4.1,70.9,14.3,,,,,,,50,No
7086,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Leandro Daniel Paredes,Nicolás Alejandro Tagliafico,2023-12-16 00:49:15.994,1,49.25,39.3,32.8,64.0,10.9,,,,,,,50,No
5223,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Rodrigo Javier De Paul,Guido Rodríguez,2023-12-16 00:04:15.047,2,49.25,71.2,73.7,63.5,50.3,,,,,,,50,No
11945,3857279,2022-11-22,France,Australia,4,1,Australia,Aziz Eraltay Behich,Aaron Mooy,2023-12-16 00:49:16.985,1,49.266666666666666,19.8,13.8,27.6,27.1,,,,,,,50,No
5224,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Guido Rodríguez,Lionel Andrés Messi Cuccittini,2023-12-16 00:04:16.915,2,49.266666666666666,63.5,50.3,71.2,53.4,,,,,,,50,No
698,3869151,2022-12-03,Argentina,Australia,2,1,Australia,Aziz Eraltay Behich,Kye Rowles,2023-12-16 00:04:16.536,2,49.266666666666666,40.3,0.1,20.7,8.1,,,,,,,50,No
8115,3857266,2022-11-26,France,Denmark,2,1,Denmark,Rasmus Nissen Kristensen,Martin Braithwaite Christensen,2023-12-16 00:04:16.682,2,49.266666666666666,111.5,80.0,111.4,55.4,,,,,,,50,No
10947,3869152,2022-12-04,France,Poland,3,1,Poland,Jakub Piotr Kiwior,Kamil Glik,2023-12-16 00:04:16.588,2,49.266666666666666,34.9,29.5,38.6,44.0,,,,,,,50,No
7161,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Nicolás Hernán Otamendi,Cristian Gabriel Romero,2023-12-16 00:04:16.642,2,49.266666666666666,31.5,38.7,33.8,58.6,,,,,,,50,No
1680,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Nicolás Hernán Otamendi,Lionel Andrés Messi Cuccittini,2023-12-16 00:49:16.095,1,49.266666666666666,28.9,58.7,64.0,58.8,,,,,,,50,No
13015,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Aïssa Bilal Laïdouni,Ali Maâloul,2023-12-16 00:04:17.537,2,49.28333333333333,30.5,15.7,28.2,6.8,,,,,,,50,No
5225,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Lionel Andrés Messi Cuccittini,Guido Rodríguez,2023-12-16 00:04:17.647,2,49.28333333333333,71.2,53.4,63.1,49.4,,,,,,,50,No
7162,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Cristian Gabriel Romero,Lionel Andrés Messi Cuccittini,2023-12-16 00:04:18.957,2,49.3,33.8,58.6,52.4,59.8,,,,,,,50,No
13016,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Ali Maâloul,Montassar Omar Talbi,2023-12-16 00:04:18.126,2,49.3,28.2,6.8,15.3,7.9,,,,,,,50,No
1738,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Memphis Depay,Daley Blind,2023-12-16 00:04:18.162,2,49.3,70.9,14.3,66.7,13.7,,,,,,,50,No
10948,3869152,2022-12-04,France,Poland,3,1,Poland,Kamil Glik,Jakub Piotr Kiwior,2023-12-16 00:04:18.769,2,49.3,38.6,49.1,33.6,29.2,,,,,,,50,No
1739,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Daley Blind,Steven Berghuis,2023-12-16 00:04:19.008,2,49.31666666666667,64.3,13.5,63.1,24.7,,,,,,,50,No
12014,3857279,2022-11-22,France,Australia,4,1,France,Ibrahima Konaté,Aurélien Djani Tchouaméni,2023-12-16 00:04:19.245,2,49.31666666666667,72.5,33.1,77.9,36.2,,,,,,,50,No
699,3869151,2022-12-03,Argentina,Australia,2,1,Australia,Kye Rowles,Harry Souttar,2023-12-16 00:04:19.952,2,49.31666666666667,21.9,12.4,19.4,41.6,,,,,,,50,No
11946,3857279,2022-11-22,France,Australia,4,1,France,Ousmane Dembélé,Antoine Griezmann,2023-12-16 00:49:19.324,1,49.31666666666667,92.5,62.1,81.2,67.7,,,,,,,50,No
12015,3857279,2022-11-22,France,Australia,4,1,France,Aurélien Djani Tchouaméni,Dayotchanculle Upamecano,2023-12-16 00:04:20.115,2,49.333333333333336,77.9,36.2,69.8,20.7,,,,,,,50,No
7087,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Nicolás Alejandro Tagliafico,Leandro Daniel Paredes,2023-12-16 00:49:20.883,1,49.333333333333336,57.0,17.3,38.2,34.4,,,,,,,50,No
5226,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Guido Rodríguez,Alexis Mac Allister,2023-12-16 00:04:20.720,2,49.333333333333336,63.1,49.4,74.1,44.4,,,,,,,50,No
2885,3869685,2022-12-18,Argentina,France,3,3,France,Theo Bernard François Hernández,Dayotchanculle Upamecano,2023-12-16 00:49:20.777,1,49.333333333333336,94.6,0.1,75.8,6.4,,,,,,,50,No
1740,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Steven Berghuis,Teun Koopmeiners,2023-12-16 00:04:20.618,2,49.333333333333336,63.7,22.5,68.5,6.9,,,,,,,50,No
10949,3869152,2022-12-04,France,Poland,3,1,Poland,Jakub Piotr Kiwior,Grzegorz Krychowiak,2023-12-16 00:04:20.196,2,49.333333333333336,33.9,29.5,43.5,29.9,,,,,,,50,No
13017,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Montassar Omar Talbi,Aïssa Bilal Laïdouni,2023-12-16 00:04:20.449,2,49.333333333333336,16.4,9.5,35.3,15.2,,,,,,,50,No
2951,3869685,2022-12-18,Argentina,France,3,3,Argentina,Damián Emiliano Martínez,Nahuel Molina Lucero,2023-12-16 00:04:20.282,2,49.333333333333336,2.8,56.6,20.8,74.6,,,,,,,50,No
11947,3857279,2022-11-22,France,Australia,4,1,France,Antoine Griezmann,Benjamin Pavard,2023-12-16 00:49:21.291,1,49.35,78.7,69.4,67.9,69.9,,,,,,,50,No
1681,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Virgil van Dijk,Jurriën David Norman Timber,2023-12-16 00:49:21.314,1,49.35,44.9,30.2,45.5,62.9,,,,,,,50,No
700,3869151,2022-12-03,Argentina,Australia,2,1,Australia,Harry Souttar,Keanu Baccus,2023-12-16 00:04:22.728,2,49.36666666666667,19.4,41.6,34.5,59.4,,,,,,,50,No
13018,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Aïssa Bilal Laïdouni,Ali Maâloul,2023-12-16 00:04:22.221,2,49.36666666666667,34.7,16.1,39.9,7.4,,,,,,,50,No
8116,3857266,2022-11-26,France,Denmark,2,1,France,Adrien Rabiot,Antoine Griezmann,2023-12-16 00:04:22.747,2,49.36666666666667,12.5,22.5,23.2,34.4,,,,,,,50,No
2886,3869685,2022-12-18,Argentina,France,3,3,France,Dayotchanculle Upamecano,Raphaël Varane,2023-12-16 00:49:22.078,1,49.36666666666667,76.6,7.2,56.7,27.5,,,,,,,50,No
5227,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Alexis Mac Allister,Lionel Andrés Messi Cuccittini,2023-12-16 00:04:22.195,2,49.36666666666667,73.5,44.2,81.9,51.1,,,,,,,50,No
11948,3857279,2022-11-22,France,Australia,4,1,France,Benjamin Pavard,Aurélien Djani Tchouaméni,2023-12-16 00:49:22.371,1,49.36666666666667,67.9,69.9,64.3,57.6,,,,,,,50,No
12016,3857279,2022-11-22,France,Australia,4,1,France,Dayotchanculle Upamecano,Theo Bernard François Hernández,2023-12-16 00:04:22.438,2,49.36666666666667,75.2,14.8,101.3,4.2,,,,,,,50,No
13019,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Ali Maâloul,Wahbi Khazri,2023-12-16 00:04:23.750,2,49.38333333333333,39.9,7.4,50.2,26.3,,,,,,,50,No
11949,3857279,2022-11-22,France,Australia,4,1,France,Aurélien Djani Tchouaméni,Ibrahima Konaté,2023-12-16 00:49:23.620,1,49.38333333333333,64.3,57.6,54.3,52.3,,,,,,,50,No
10950,3869152,2022-12-04,France,Poland,3,1,Poland,Grzegorz Krychowiak,Piotr Zieliński,2023-12-16 00:04:23.440,2,49.38333333333333,42.8,29.0,52.0,46.8,,,,,,,50,No
4053,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Damián Emiliano Martínez,Cristian Gabriel Romero,2023-12-16 00:04:24.714,2,49.4,6.0,36.0,6.3,53.4,,,,,,,50,No
5137,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Damián Emiliano Martínez,Lisandro Martínez,2023-12-16 00:49:24.290,1,49.4,6.0,36.0,8.7,21.6,,,,,,,50,No
8117,3857266,2022-11-26,France,Denmark,2,1,France,Antoine Griezmann,Kylian Mbappé Lottin,2023-12-16 00:04:24.060,2,49.4,26.1,34.8,59.6,6.8,,,,,,,50,No
13020,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Wahbi Khazri,Aïssa Bilal Laïdouni,2023-12-16 00:04:24.971,2,49.4,50.2,26.3,56.3,19.9,,,,,,,50,No
701,3869151,2022-12-03,Argentina,Australia,2,1,Australia,Keanu Baccus,Mathew Leckie,2023-12-16 00:04:25.201,2,49.416666666666664,39.1,61.2,77.1,53.5,,,,,,,50,No
1741,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Teun Koopmeiners,Virgil van Dijk,2023-12-16 00:04:25.250,2,49.416666666666664,75.7,5.9,48.8,10.9,,,,,,,50,No
7088,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Leandro Daniel Paredes,Alejandro Darío Gómez,2023-12-16 00:49:25.468,1,49.416666666666664,44.1,30.9,66.5,9.8,,,,,,,50,No
12017,3857279,2022-11-22,France,Australia,4,1,France,Theo Bernard François Hernández,Olivier Giroud,2023-12-16 00:04:26.667,2,49.43333333333333,116.8,8.9,111.6,44.2,,,,,,,50,No
2887,3869685,2022-12-18,Argentina,France,3,3,France,Raphaël Varane,Jules Koundé,2023-12-16 00:49:26.063,1,49.43333333333333,55.2,34.8,63.6,59.8,,,,,,,50,No
2952,3869685,2022-12-18,Argentina,France,3,3,Argentina,Nahuel Molina Lucero,Julián Álvarez,2023-12-16 00:04:26.130,2,49.43333333333333,35.1,74.4,97.2,68.2,,,,,,,50,No
13021,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Aïssa Bilal Laïdouni,Wajdi Kechrida,2023-12-16 00:04:26.996,2,49.43333333333333,65.4,26.6,81.4,74.3,,,,,,,50,No
11950,3857279,2022-11-22,France,Australia,4,1,France,Ibrahima Konaté,Theo Bernard François Hernández,2023-12-16 00:49:26.223,1,49.43333333333333,57.9,44.4,72.0,2.0,,,,,,,50,No
1742,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Virgil van Dijk,Nathan Aké,2023-12-16 00:04:27.938,2,49.45,36.0,6.1,40.6,26.8,,,,,,,50,No
2888,3869685,2022-12-18,Argentina,France,3,3,France,Jules Koundé,Antoine Griezmann,2023-12-16 00:49:29.503,1,49.483333333333334,70.8,65.2,83.5,76.7,,,,,,,50,No
11951,3857279,2022-11-22,France,Australia,4,1,France,Theo Bernard François Hernández,Kylian Mbappé Lottin,2023-12-16 00:49:29.080,1,49.483333333333334,72.0,2.0,71.7,5.4,,,,,,,50,No
7089,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Alejandro Darío Gómez,Nicolás Hernán Otamendi,2023-12-16 00:49:29.086,1,49.483333333333334,57.0,8.3,38.0,12.0,,,,,,,50,No
10010,3869552,2022-12-14,France,Morocco,2,0,Morocco,Yahia Attiyat allah,Sofyan Amrabat,2023-12-16 00:04:30.797,2,49.5,75.1,4.2,71.8,13.0,,,,,,,50,No
2953,3869685,2022-12-18,Argentina,France,3,3,France,Dayotchanculle Upamecano,Hugo Lloris,2023-12-16 00:04:30.082,2,49.5,22.9,11.9,7.8,28.2,,,,,,,50,No
10951,3869152,2022-12-04,France,Poland,3,1,Poland,Piotr Zieliński,Bartosz Bereszyński,2023-12-16 00:04:30.891,2,49.5,57.2,17.7,74.5,0.6,,,,,,,50,No
1743,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Nathan Aké,Steven Berghuis,2023-12-16 00:04:30.042,2,49.5,40.8,26.8,50.2,26.6,,,,,,,50,No
1682,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Jurriën David Norman Timber,Frenkie de Jong,2023-12-16 00:49:30.781,1,49.5,69.9,61.7,64.8,40.4,,,,,,,50,No
5138,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Lisandro Martínez,Damián Emiliano Martínez,2023-12-16 00:49:30.613,1,49.5,8.7,21.6,6.2,36.8,,,,,,,50,No
7090,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Nicolás Hernán Otamendi,Cristian Gabriel Romero,2023-12-16 00:49:31.454,1,49.516666666666666,38.2,15.2,35.7,54.7,,,,,,,50,No
702,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Nicolás Hernán Otamendi,Marcos Javier Acuña,2023-12-16 00:04:31.682,2,49.516666666666666,33.4,21.2,45.5,5.7,,,,,,,50,No
2954,3869685,2022-12-18,Argentina,France,3,3,France,Hugo Lloris,Adrien Rabiot,2023-12-16 00:04:31.990,2,49.516666666666666,7.8,28.2,47.5,22.2,,,,,,,50,No
2889,3869685,2022-12-18,Argentina,France,3,3,France,Antoine Griezmann,Raphaël Varane,2023-12-16 00:49:32.667,1,49.53333333333333,81.8,75.7,65.1,63.9,,,,,,,50,No
5139,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Damián Emiliano Martínez,Ángel Fabián Di María Hernández,2023-12-16 00:49:32.206,1,49.53333333333333,3.8,39.8,57.5,52.2,,,,,,,50,No
1683,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Frenkie de Jong,Steven Bergwijn,2023-12-16 00:49:33.496,1,49.55,64.8,40.4,81.9,39.1,,,,,,,50,No
10952,3869152,2022-12-04,France,Poland,3,1,Poland,Bartosz Bereszyński,Przemysław Frankowski,2023-12-16 00:04:33.596,2,49.55,74.7,0.6,87.8,1.4,,,,,,,50,No
703,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Marcos Javier Acuña,Lisandro Martínez,2023-12-16 00:04:33.099,2,49.55,46.0,6.1,38.3,6.1,,,,,,,50,No
10011,3869552,2022-12-14,France,Morocco,2,0,Morocco,Sofyan Amrabat,Achraf Dari,2023-12-16 00:04:33.379,2,49.55,71.8,13.0,57.0,34.5,,,,,,,50,No
11952,3857279,2022-11-22,France,Australia,4,1,France,Kylian Mbappé Lottin,Aurélien Djani Tchouaméni,2023-12-16 00:49:33.051,1,49.55,76.6,7.1,73.4,17.6,,,,,,,50,No
7163,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Lionel Andrés Messi Cuccittini,Leandro Daniel Paredes,2023-12-16 00:04:34.591,2,49.56666666666667,47.1,60.3,39.6,51.9,,,,,,,50,No
9179,3869354,2022-12-10,England,France,1,2,France,Antoine Griezmann,Adrien Rabiot,2023-12-16 00:04:34.218,2,49.56666666666667,95.6,4.5,111.8,29.8,,,,,,,50,No
5140,3857289,2022-11-26,Argentina,Mexico,2,0,Mexico,Héctor Alfredo Moreno Herrera,Hirving Rodrigo Lozano Bahena,2023-12-16 00:49:34.944,1,49.56666666666667,62.6,27.9,90.3,28.4,,,,,,,50,No
11953,3857279,2022-11-22,France,Australia,4,1,France,Aurélien Djani Tchouaméni,Kylian Mbappé Lottin,2023-12-16 00:49:34.180,1,49.56666666666667,73.4,17.6,75.9,12.0,,,,,,,50,No
704,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Lisandro Martínez,Nicolás Hernán Otamendi,2023-12-16 00:04:34.493,2,49.56666666666667,38.1,6.3,19.1,13.5,,,,,,,50,No
2955,3869685,2022-12-18,Argentina,France,3,3,France,Adrien Rabiot,Antoine Griezmann,2023-12-16 00:04:34.073,2,49.56666666666667,47.5,22.2,55.0,22.6,,,,,,,50,No
1744,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Steven Berghuis,Denzel Dumfries,2023-12-16 00:04:34.589,2,49.56666666666667,67.3,43.4,86.4,80.0,,,,,,,50,No
1684,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Steven Bergwijn,Memphis Depay,2023-12-16 00:49:35.173,1,49.583333333333336,80.6,39.5,79.6,22.3,,,,,,,50,No
11954,3857279,2022-11-22,France,Australia,4,1,France,Kylian Mbappé Lottin,Aurélien Djani Tchouaméni,2023-12-16 00:49:35.333,1,49.583333333333336,75.9,12.0,72.8,17.6,,,,,,,50,No
10012,3869552,2022-12-14,France,Morocco,2,0,Morocco,Achraf Dari,Azzedine Ounahi,2023-12-16 00:04:35.557,2,49.583333333333336,55.6,38.1,65.6,39.2,,,,,,,50,No
2956,3869685,2022-12-18,Argentina,France,3,3,France,Antoine Griezmann,Kylian Mbappé Lottin,2023-12-16 00:04:35.889,2,49.583333333333336,55.0,22.6,66.6,13.4,,,,,,,50,No
8118,3857266,2022-11-26,France,Denmark,2,1,France,Kylian Mbappé Lottin,Ousmane Dembélé,2023-12-16 00:04:36.720,2,49.6,110.2,20.1,109.4,35.9,,,,,,,50,No
7091,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Cristian Gabriel Romero,Nahuel Molina Lucero,2023-12-16 00:49:36.562,1,49.6,46.3,59.6,46.1,75.1,,,,,,,50,No
5141,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Guido Rodríguez,Ángel Fabián Di María Hernández,2023-12-16 00:49:36.958,1,49.6,29.8,51.7,60.5,53.3,,,,,,,50,No
705,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Nicolás Hernán Otamendi,Cristian Gabriel Romero,2023-12-16 00:04:36.947,2,49.6,15.8,15.4,11.3,31.3,,,,,,,50,No
7164,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Leandro Daniel Paredes,Lionel Andrés Messi Cuccittini,2023-12-16 00:04:36.219,2,49.6,41.3,52.1,50.7,62.0,,,,,,,50,No
11956,3857279,2022-11-22,France,Australia,4,1,France,Kylian Mbappé Lottin,Ibrahima Konaté,2023-12-16 00:49:36.849,1,49.6,76.6,17.6,64.0,40.8,,,,,,,50,No
11955,3857279,2022-11-22,France,Australia,4,1,France,Aurélien Djani Tchouaméni,Kylian Mbappé Lottin,2023-12-16 00:49:36.018,1,49.6,72.8,17.6,76.6,17.3,,,,,,,50,No
2957,3869685,2022-12-18,Argentina,France,3,3,Argentina,Nahuel Molina Lucero,Rodrigo Javier De Paul,2023-12-16 00:04:37.344,2,49.61666666666667,53.5,66.7,65.1,64.6,,,,,,,50,No
1685,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Memphis Depay,Daley Blind,2023-12-16 00:49:37.576,1,49.61666666666667,80.2,23.7,92.6,6.1,,,,,,,50,No
2890,3869685,2022-12-18,Argentina,France,3,3,France,Raphaël Varane,Marcus Thuram,2023-12-16 00:49:37.613,1,49.61666666666667,68.9,60.3,99.5,37.4,,,,,,,50,No
5142,3857289,2022-11-26,Argentina,Mexico,2,0,Mexico,Héctor Alfredo Moreno Herrera,Hirving Rodrigo Lozano Bahena,2023-12-16 00:49:38.864,1,49.63333333333333,59.6,26.8,79.7,27.3,,,,,,,50,No
7092,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Nahuel Molina Lucero,Cristian Gabriel Romero,2023-12-16 00:49:38.632,1,49.63333333333333,46.1,75.1,56.5,69.2,,,,,,,50,No
7165,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Lionel Andrés Messi Cuccittini,Ángel Fabián Di María Hernández,2023-12-16 00:04:38.254,2,49.63333333333333,52.0,60.7,74.5,78.0,,,,,,,50,No
2958,3869685,2022-12-18,Argentina,France,3,3,France,Antoine Griezmann,Adrien Rabiot,2023-12-16 00:04:38.663,2,49.63333333333333,55.0,15.5,54.4,20.7,,,,,,,50,No
9180,3869354,2022-12-10,England,France,1,2,England,Declan Rice,Jude Bellingham,2023-12-16 00:04:38.076,2,49.63333333333333,8.8,28.7,23.9,16.9,,,,,,,50,No
10013,3869552,2022-12-14,France,Morocco,2,0,Morocco,Azzedine Ounahi,Achraf Hakimi Mouh,2023-12-16 00:04:38.728,2,49.63333333333333,73.4,48.3,86.2,58.5,,,,,,,50,No
10953,3869152,2022-12-04,France,Poland,3,1,France,Jules Koundé,Raphaël Varane,2023-12-16 00:04:38.670,2,49.63333333333333,10.1,73.3,14.6,61.3,,,,,,,50,No
8119,3857266,2022-11-26,France,Denmark,2,1,France,Ousmane Dembélé,Kylian Mbappé Lottin,2023-12-16 00:04:38.862,2,49.63333333333333,111.3,30.7,116.2,36.3,,,,,,,50,No
2891,3869685,2022-12-18,Argentina,France,3,3,Argentina,Cristian Gabriel Romero,Enzo Fernandez,2023-12-16 00:49:39.731,1,49.65,20.6,42.7,28.3,32.9,,,,,,,50,No
11957,3857279,2022-11-22,France,Australia,4,1,France,Ibrahima Konaté,Benjamin Pavard,2023-12-16 00:49:39.543,1,49.65,63.3,43.2,66.3,59.3,,,,,,,50,No
2959,3869685,2022-12-18,Argentina,France,3,3,France,Adrien Rabiot,Kylian Mbappé Lottin,2023-12-16 00:04:40.376,2,49.666666666666664,55.7,16.0,65.3,7.0,,,,,,,50,No
9181,3869354,2022-12-10,England,France,1,2,France,Ousmane Dembélé,Jules Koundé,2023-12-16 00:04:40.629,2,49.666666666666664,96.7,60.7,80.7,59.0,,,,,,,50,No
1686,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Daley Blind,Memphis Depay,2023-12-16 00:49:40.404,1,49.666666666666664,92.6,6.1,92.5,18.3,,,,,,,50,No
706,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Cristian Gabriel Romero,Rodrigo Javier De Paul,2023-12-16 00:04:40.375,2,49.666666666666664,13.5,31.3,30.9,46.0,,,,,,,50,No
11958,3857279,2022-11-22,France,Australia,4,1,France,Benjamin Pavard,Ibrahima Konaté,2023-12-16 00:49:40.744,1,49.666666666666664,66.3,59.3,62.9,48.2,,,,,,,50,No
1687,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Memphis Depay,Daley Blind,2023-12-16 00:49:41.404,1,49.68333333333333,92.5,18.3,119.3,11.9,,,,,,,50,No
707,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Rodrigo Javier De Paul,Nahuel Molina Lucero,2023-12-16 00:04:41.794,2,49.68333333333333,31.4,46.4,20.7,64.4,,,,,,,50,No
11959,3857279,2022-11-22,France,Australia,4,1,France,Ibrahima Konaté,Benjamin Pavard,2023-12-16 00:49:41.963,1,49.68333333333333,62.9,48.2,57.5,61.5,,,,,,,50,No
2892,3869685,2022-12-18,Argentina,France,3,3,Argentina,Enzo Fernandez,Alexis Mac Allister,2023-12-16 00:49:41.240,1,49.68333333333333,29.8,33.1,28.5,23.5,,,,,,,50,No
7093,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Saudi Arabia,Mohammed Kanoo,Saleh Khalid Al Shehri,2023-12-16 00:49:42.961,1,49.7,45.6,5.4,56.5,11.0,,,,,,,50,No
10954,3869152,2022-12-04,France,Poland,3,1,France,Raphaël Varane,Jules Koundé,2023-12-16 00:04:42.994,2,49.7,4.1,71.0,14.2,78.5,,,,,,,50,No
10014,3869552,2022-12-14,France,Morocco,2,0,Morocco,Achraf Hakimi Mouh,Hakim Ziyech,2023-12-16 00:04:42.930,2,49.7,90.1,58.5,105.4,71.7,,,,,,,50,No
13022,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Wajdi Kechrida,Ali Maâloul,2023-12-16 00:04:42.930,2,49.7,76.8,55.5,77.5,30.3,,,,,,,50,No
9182,3869354,2022-12-10,England,France,1,2,France,Jules Koundé,Theo Bernard François Hernández,2023-12-16 00:04:42.799,2,49.7,79.6,58.3,64.7,41.6,,,,,,,50,No
5143,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Rodrigo Javier De Paul,Lisandro Martínez,2023-12-16 00:49:42.522,1,49.7,35.5,41.7,30.1,31.3,,,,,,,50,No
708,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Nahuel Molina Lucero,Rodrigo Javier De Paul,2023-12-16 00:04:43.379,2,49.71666666666667,23.5,65.2,39.7,57.4,,,,,,,50,No
8120,3857266,2022-11-26,France,Denmark,2,1,Denmark,Kasper Schmeichel,Pierre-Emile Højbjerg,2023-12-16 00:04:43.279,2,49.71666666666667,11.6,52.1,19.4,56.5,,,,,,,50,No
5144,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Lisandro Martínez,Alexis Mac Allister,2023-12-16 00:49:43.286,1,49.71666666666667,30.1,31.3,44.7,24.8,,,,,,,50,No
